	respondent,date,collectionpoint,form,question,answer
"1226415","2018-04-19 23:55:52","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226415","2018-04-19 23:55:52","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226415","2018-04-19 23:55:52","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226415","2018-04-19 23:55:52","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226415","2018-04-19 23:55:52","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226416","2018-04-19 23:56:14","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226416","2018-04-19 23:56:14","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Agree"
"1226416","2018-04-19 23:56:14","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226416","2018-04-19 23:56:14","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226416","2018-04-19 23:56:14","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1226416","2018-04-19 23:56:14","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Agree"
"1226416","2018-04-19 23:56:14","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226416","2018-04-19 23:56:14","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226416","2018-04-19 23:56:14","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Disagree"
"1226416","2018-04-19 23:56:14","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226417","2018-04-19 23:56:36","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1226417","2018-04-19 23:56:36","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1226417","2018-04-19 23:56:36","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Agree"
"1226417","2018-04-19 23:56:36","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226417","2018-04-19 23:56:36","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1226417","2018-04-19 23:56:36","Free Speech","Free Speech","Free speech includes hate speech.","Agree"
"1226417","2018-04-19 23:56:36","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Agree"
"1226417","2018-04-19 23:56:36","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226417","2018-04-19 23:56:36","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226417","2018-04-19 23:56:36","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1226418","2018-04-19 23:56:57","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226418","2018-04-19 23:56:57","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226418","2018-04-19 23:56:57","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226418","2018-04-19 23:56:57","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226418","2018-04-19 23:56:57","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226418","2018-04-19 23:56:57","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226418","2018-04-19 23:56:57","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226418","2018-04-19 23:56:57","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226418","2018-04-19 23:56:57","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226418","2018-04-19 23:56:57","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226419","2018-04-19 23:57:17","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226419","2018-04-19 23:57:17","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226419","2018-04-19 23:57:17","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226419","2018-04-19 23:57:17","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226419","2018-04-19 23:57:17","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1226419","2018-04-19 23:57:17","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226419","2018-04-19 23:57:17","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226419","2018-04-19 23:57:17","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226419","2018-04-19 23:57:17","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226419","2018-04-19 23:57:17","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226420","2018-04-19 23:57:38","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226420","2018-04-19 23:57:38","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226420","2018-04-19 23:57:38","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226420","2018-04-19 23:57:38","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Neutral"
"1226420","2018-04-19 23:57:38","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226420","2018-04-19 23:57:38","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226420","2018-04-19 23:57:38","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226420","2018-04-19 23:57:38","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226420","2018-04-19 23:57:38","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226420","2018-04-19 23:57:38","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226421","2018-04-19 23:57:58","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226421","2018-04-19 23:57:58","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226421","2018-04-19 23:57:58","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226421","2018-04-19 23:57:58","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226421","2018-04-19 23:57:58","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226421","2018-04-19 23:57:58","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226421","2018-04-19 23:57:58","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226421","2018-04-19 23:57:58","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226421","2018-04-19 23:57:58","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226421","2018-04-19 23:57:58","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226423","2018-04-19 23:58:40","Free Speech","Free Speech","Abortion is a choice.","Neutral"
"1226423","2018-04-19 23:58:40","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226423","2018-04-19 23:58:40","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Neutral"
"1226423","2018-04-19 23:58:40","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226423","2018-04-19 23:58:40","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1226423","2018-04-19 23:58:40","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1226423","2018-04-19 23:58:40","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Agree"
"1226423","2018-04-19 23:58:40","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226423","2018-04-19 23:58:40","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226423","2018-04-19 23:58:40","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226425","2018-04-19 23:59:04","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226425","2018-04-19 23:59:04","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1226425","2018-04-19 23:59:04","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226425","2018-04-19 23:59:04","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226425","2018-04-19 23:59:04","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Agree"
"1226425","2018-04-19 23:59:04","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226425","2018-04-19 23:59:04","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226425","2018-04-19 23:59:04","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226425","2018-04-19 23:59:04","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Disagree"
"1226425","2018-04-19 23:59:04","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226426","2018-04-19 23:59:25","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226426","2018-04-19 23:59:25","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226426","2018-04-19 23:59:25","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226426","2018-04-19 23:59:25","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Neutral"
"1226426","2018-04-19 23:59:25","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226426","2018-04-19 23:59:25","Free Speech","Free Speech","Free speech includes hate speech.","Agree"
"1226426","2018-04-19 23:59:25","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
